id,tokens,ner_tags
11,"[""This"", ""group"", ""has"", ""become"", ""one"", ""of"", ""the"", ""most"", ""active"", ""threat"", ""actors"", "","", ""with"", ""noteworthy"", ""abilities"", "","", ""resources"", ""and"", ""infrastructure"", "";"", ""speculations"", ""indicate"", ""the"", ""hacking"", ""organization"", ""to"", ""be"", ""sponsored"", ""by"", ""the"", ""Iranian"", ""government"", "".""]","[84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 8, 10, 84]"
12,"[""In"", ""other"", ""recent"", ""attacks"", ""("", ""January"", ""2017"", "")"", "","", ""the"", ""group"", ""used"", ""a"", ""fake"", ""Juniper"", ""Networks"", ""VPN"", ""portal"", ""and"", ""fake"", ""University"", ""of"", ""Oxford"", ""websites"", ""to"", ""deliver"", ""malware"", ""as"", ""described"", ""by"", ""ClearSky"", "".""]","[84, 84, 84, 84, 84, 24, 26, 84, 84, 84, 84, 84, 84, 84, 48, 49, 50, 84, 84, 84, 8, 9, 10, 84, 84, 84, 84, 84, 84, 84, 7, 84]"
13,"[""Name"", ""SHA256"", "".""]","[84, 71, 84]"
14,"[""13.doc"", "":"", ""a9bbbf5e4797d90d579b2cf6f9d61443dff82ead9d9ffd10f3c31b686ccf81ab"", "".""]","[47, 84, 63, 84]"
15,"[""558.doc"", "","", ""2.doc:"", ""2869664d456034a611b90500f0503d7d6a64abf62d9f9dd432a8659fa6659a84"", "".""]","[47, 84, 84, 63, 84]"
16,"[""1.doc"", "":"", ""832cc791aad6462687e42e40fd9b261f3d2fbe91c5256241264309a5d437e4d8"", "".""]","[47, 84, 63, 84]"
17,"[""3.doc"", "":"", ""d4eb4035e11da04841087a181c48cd85f75c620a84832375925e6b03973d8e48"", "".""]","[47, 84, 63, 84]"
18,"[""The"", ""most"", ""notable"", ""difference"", ""from"", ""last"", ""year"", ""\u2019s"", ""OilRig"", ""campaign"", ""is"", ""the"", ""way"", ""the"", ""attack"", ""was"", ""delivered"", "".""]","[84, 84, 84, 84, 84, 84, 84, 84, 67, 84, 84, 84, 84, 84, 84, 84, 84, 84]"
19,"[""In"", ""the"", ""previous"", ""campaign"", "","", ""the"", ""Iranian"", ""group"", ""sent"", ""specially"", ""crafted"", ""Excel"", ""and"", ""Word"", ""files"", "","", ""which"", ""contained"", ""macros"", ""that"", ""targeted"", ""individuals"", ""were"", ""convinced"", ""to"", ""enable"", "".""]","[84, 84, 84, 84, 84, 84, 23, 84, 84, 84, 84, 51, 84, 51, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84]"
20,"[""Name"", ""Delivery"", ""Server"", "".""]","[84, 84, 84, 84]"
21,"[""test4.hta"", ""http://comonscar.in"", ""("", ""82.145.40.46"", "")"", "".""]","[47, 39, 84, 31, 84, 84]"
22,"[""test5.hta"", ""80.82.67.42"", "".""]","[47, 31, 84]"
23,"[""test1.hta"", ""reserved"", "".""]","[47, 84, 84]"
24,"[""SHA256:"", ""5ac61ea5142d53412a251eb77f2961e3334a00c83da9087d355a49618220ac43"", "".""]","[84, 63, 84]"
25,"[""Name"", ""SHA256"", "".""]","[84, 71, 84]"
26,"[""0011.ps1"", ""042F60714E9347DB422E1A3A471DC0301D205FFBD053A4015D2B509DB92029D1"", "".""]","[47, 63, 84]"
27,"[""1.vbs"", ""BE7F1D411CC4160BB221C7181DA4370972B6C867AF110C12850CAD77981976ED"", "".""]","[47, 63, 84]"
28,"[""A"", ""Glimpse"", ""into"", ""Glimpse"", ""For"", ""the"", ""second"", ""blog"", ""post"", ""in"", ""our"", ""series,"", ""the"", ""IronNet"", ""Threat"", ""Research"", ""Team"", ""examines"", ""the"", ""Glimpse"", ""malware"", ""that"", ""is"", ""written"", ""in"", ""PowerShell"", ""and"", ""has"", ""been"", ""associated"", ""with"", ""OilRig"", "".""]","[84, 84, 84, 3, 84, 84, 84, 84, 84, 84, 84, 84, 84, 4, 5, 5, 6, 84, 84, 67, 84, 84, 84, 84, 84, 51, 84, 84, 84, 84, 84, 84, 84]"
29,"[""Our"", ""first"", ""post"", ""about"", ""analyzing"", ""malware"", ""with"", ""DNS"", ""tunneling"", ""capabilities"", ""focuses"", ""on"", ""how"", ""the"", ""PoisonFrog"", ""malware"", ""uses"", ""DNS"", ""tunneling"", ""to"", ""send"", ""and"", ""receive"", ""victim"", ""information"", ""and"", ""commands"", "".""]","[84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 67, 84, 84, 80, 82, 84, 84, 84, 84, 84, 84, 84, 84, 84]"
30,"[""Glimpse"", "":"", ""6e86c57385d26a59c0df1580454b9967"", "".""]","[67, 84, 55, 84]"
31,"[""Glimpse"", ""is"", ""a"", ""PowerShell"", ""script"", ""that"", ""is"", ""executed"", ""silently"", ""by"", ""Visual"", ""Basic"", "".""]","[67, 84, 84, 51, 84, 84, 84, 84, 84, 84, 48, 50, 84]"
32,"[""Based"", ""on"", ""the"", ""code,"", ""it"", ""is"", ""unclear"", ""what"", ""initiates"", ""the"", ""Visual"", ""Basic"", ""script"", "".""]","[84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 48, 50, 84, 84]"
33,"[""However,"", ""a"", ""variety"", ""of"", ""typical"", ""persistence"", ""mechanisms,"", ""such"", ""as"", ""a"", ""scheduled"", ""task,"", ""could"", ""serve"", ""that"", "".""]","[84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84]"
34,"[""After"", ""Glimpse"", ""starts,"", ""it"", ""checks"", ""for"", ""the"", ""existence"", ""of"", ""a"", ""directory"", ""and"", ""lock"", "".""]","[84, 67, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84]"
35,"[""If"", ""no"", ""directory"", ""or"", ""lock"", ""file"", ""is"", ""found,"", ""Glimpse"", ""creates"", "".""]","[84, 84, 84, 84, 84, 84, 84, 84, 67, 84, 84]"
36,"[""Alternatively,"", ""if"", ""these"", ""do"", ""exist"", ""and"", ""the"", ""lock"", ""file"", ""is"", ""older"", ""than"", ""10"", ""minutes,"", ""the"", ""lock"", ""file"", ""is"", ""deleted"", ""and"", ""the"", ""previously"", ""running"", ""Glimpse"", ""script"", ""is"", "".""]","[84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 67, 84, 84, 84]"
37,"[""After"", ""the"", ""initial"", ""checks"", ""described"", ""above,"", ""Glimpse"", ""creates"", ""a"", ""hidden"", ""file"", ""that"", ""contains"", ""an"", ""agent"", ""ID,"", ""which"", ""is"", ""a"", ""simple"", ""concatenation"", ""of"", ""a"", ""random"", ""number"", ""10-99"", ""and"", ""the"", ""first"", ""8"", ""characters"", ""of"", ""a"", ""GUID"", ""without"", "".""]","[84, 84, 84, 84, 84, 84, 67, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 51, 84, 84]"
38,"[""The"", ""methods"", ""employed"", ""by"", ""Glimpse"", ""to"", ""perform"", ""DNS"", ""communications"", ""are"", ""determined"", ""by"", ""the"", ""mode"", ""in"", ""which"", ""it"", ""is"", ""operating"", ""(i.e.,"", ""text"", ""mode"", ""or"", ""ping"", "")"", "".""]","[84, 84, 84, 84, 67, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84]"
39,"[""In"", ""text"", ""mode,"", ""Glimpse"", ""manually"", ""builds"", ""a"", ""DNS"", ""query"", ""to"", ""be"", ""transmitted"", ""over"", ""a"", ""UDP"", ""socket"", "".""]","[84, 84, 84, 67, 84, 80, 81, 81, 82, 84, 84, 84, 84, 84, 48, 50, 84]"
40,"[""In"", ""ping"", ""mode,"", ""Glimpse"", ""uses"", ""a"", "".NET"", "".""]","[84, 84, 84, 67, 84, 44, 46, 84]"
41,"[""The"", ""table"", ""below"", ""describes"", ""the"", ""operational"", ""mode,"", ""record"", ""types"", ""used,"", ""and"", ""the"", ""method"", ""used"", ""to"", ""send"", ""the"", "".""]","[84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84]"
42,"[""The"", ""first"", ""DNS"", ""query"", ""by"", ""Glimpse"", ""requests"", ""the"", ""mode"", ""to"", ""be"", ""used"", ""in"", ""future"", ""communications"", ""with"", ""the"", ""controller"", ""(i.e.,"", ""ping"", ""mode"", ""or"", ""text"", "")"", "".""]","[84, 84, 84, 84, 84, 67, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84]"
43,"[""Prior"", ""to"", ""making"", ""any"", ""query,"", ""a"", ""function"", ""called"", ""AdrGen"", ""is"", ""used"", ""to"", ""build"", ""a"", ""query"", "".""]","[84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84]"
44,"[""This"", ""function"", ""takes"", ""several"", ""parameters,"", ""most"", ""of"", ""which"", ""are"", ""represented"", ""in"", ""the"", ""subdomain"", ""label(s)"", ""of"", ""the"", ""query"", "".""]","[84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84]"
45,"[""Below"", ""is"", ""a"", ""list"", ""of"", ""AdrGen"", "".""]","[84, 84, 84, 84, 84, 84, 84]"
46,"[""As"", ""mentioned"", ""above,"", ""one"", ""of"", ""the"", ""parameters"", ""passed"", ""to"", ""the"", ""AdrGen"", ""function"", ""is"", ""the"", ""action"", "".""]","[84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84]"
47,"[""Table"", ""5:"", ""Glimpse"", ""action"", ""parameters"", ""values"", ""for"", ""the"", ""AdrGen"", ""function"", ""below"", ""contains"", ""the"", ""possible"", ""parameters,"", ""a"", ""brief"", ""description,"", ""and"", ""return"", ""values"", ""applicable"", ""to"", ""the"", ""action"", "".""]","[84, 84, 67, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84]"
48,"[""The"", ""query"", ""to"", ""set"", ""the"", ""receive"", ""mode"", ""expects"", ""an"", ""A"", ""resource"", ""record"", ""response"", ""from"", ""the"", "".""]","[84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84]"
49,"[""The"", ""controller"", ""will"", ""respond"", ""with"", ""one"", ""of"", ""two"", ""responses:"", ""99.250.250.199"", ""will"", ""set"", ""the"", ""receive"", ""mode"", ""to"", "".""]","[84, 84, 84, 84, 84, 84, 84, 84, 84, 31, 84, 84, 84, 84, 84, 84, 84]"
50,"[""Any"", ""other"", ""IP"", ""address"", ""will"", ""set"", ""the"", ""receive"", ""mode"", ""to"", ""ping,"", ""although"", ""the"", ""server-side"", ""software"", ""suggests"", ""199.250.250.99"", ""will"", ""be"", "".""]","[84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 31, 84, 84, 84]"
51,"[""When"", ""set"", ""in"", ""text"", ""receive"", ""mode,"", ""the"", ""malware"", ""uses"", ""the"", ""AdrGen"", ""function"", ""to"", ""create"", ""another"", ""query"", ""string"", ""with"", ""the"", ""r"", ""(receiver)"", ""flag"", ""and"", ""a"", ""W"", ""(wait)"", ""action"", "".""]","[84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84]"
52,"[""The"", ""expected"", ""TXT"", ""record"", ""response"", ""has"", ""the"", ""following"", ""structure:"", "".""]","[84, 84, 84, 84, 84, 84, 84, 84, 84, 84]"
53,"[""In"", ""our"", ""sample"", ""traffic,"", ""the"", ""TXT"", ""resource"", ""record"", ""returned"", ""contained:"", "".""]","[84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84]"
54,"[""This"", ""response"", ""tells"", ""the"", ""malware"", ""to"", ""set"", ""a"", ""variable"", ""for"", ""the"", ""file"", ""name"", ""to"", ""receivebox\\rcvd10100"", ""and"", ""set"", ""the"", ""next"", ""query"", ""action"", ""to"", ""D"", ""in"", ""order"", ""to"", ""request"", ""the"", ""next"", ""chunk"", ""of"", "".""]","[84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 47, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84]"
55,"[""The"", ""malware"", ""sends"", ""another"", ""TXT"", ""query"", ""with"", ""the"", ""receiver"", "".""]","[84, 84, 84, 84, 84, 84, 84, 84, 84, 84]"
56,"[""This"", ""query"", ""is"", ""depicted"", ""below:"", ""39e9D60005eca60000BCC64T.sample-domain.evil"", ""In"", ""the"", ""case"", ""of"", ""our"", ""sample"", ""traffic,"", ""the"", ""server"", ""responded"", ""with"", ""the"", ""following"", ""TXT"", ""resource"", ""record"", ""data:"", "".""]","[84, 84, 84, 84, 84, 47, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84]"
57,"[""The"", ""controller"", ""provided"", ""the"", ""malware"", ""with"", ""base64-encoded"", ""data"", ""to"", ""be"", "".""]","[84, 84, 84, 84, 84, 84, 71, 84, 84, 84, 84]"
58,"[""The"", ""data"", ""will"", ""eventually"", ""be"", ""written"", ""to"", ""disk"", ""and"", ""the"", ""malware"", ""sets"", ""the"", ""next"", ""query"", ""action"", ""to"", ""D"", ""in"", ""order"", ""to"", ""request"", ""the"", ""next"", ""chunk"", ""of"", "".""]","[84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84]"
59,"[""The"", ""decoded"", ""data"", ""shows"", ""a"", ""command"", ""to"", ""be"", ""executed"", ""whoami&ipconfig"", ""/all"", ""on"", ""the"", ""victim"", "".""]","[84, 84, 84, 84, 84, 84, 84, 84, 80, 81, 82, 84, 84, 84, 84]"
60,"[""The"", ""malware"", ""sends"", ""another"", ""TXT"", ""query"", ""with"", ""the"", ""receiver"", ""structure,"", ""as"", ""depicted"", "".""]","[84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84]"
61,"[""Note"", ""the"", ""request"", ""number"", ""parameter"", ""is"", ""now"", ""0001:"", ""39e965e000caD60001679C79T.sample-domain.evil"", "".""]","[84, 84, 84, 84, 84, 84, 84, 84, 47, 84]"
62,"[""The"", ""TXT"", ""record"", ""returned"", ""contained"", ""data:"", ""E0000>0"", "".""]","[84, 84, 84, 84, 84, 84, 84, 84]"
63,"[""The"", ""controller"", ""issued"", ""the"", ""command"", ""to"", ""write"", ""the"", ""base64-decoded"", ""and"", ""modified"", ""data"", ""to"", ""the"", ""file"", ""name"", ""set"", ""earlier"", ""in"", ""the"", ""exchange"", "".""]","[84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84]"
64,"[""After"", ""the"", ""file"", ""is"", ""written,"", ""the"", ""malware"", ""moves"", ""on"", ""to"", ""process"", ""operations"", "".""]","[84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84]"
65,"[""Glimpse"", ""can"", ""be"", ""set"", ""to"", ""use"", ""ping"", ""mode"", ""in"", ""several"", ""ways"", ""while"", ""performing"", ""receive"", ""operations"", "".""]","[67, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84]"
66,"[""If"", ""a"", ""query"", ""with"", ""the"", ""M"", ""action"", ""returns"", ""an"", ""IP"", ""address"", ""that"", ""is"", ""not"", ""99.250.250.199"", "","", ""the"", ""malware"", ""will"", ""use"", ""ping"", ""mode"", "".""]","[84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 31, 84, 84, 84, 84, 84, 84, 84, 84]"
67,"[""It"", ""is"", ""worth"", ""noting"", ""that"", ""the"", ""IP"", ""response"", ""observed"", ""to"", ""set"", ""ping"", ""mode"", ""was"", ""the"", ""reverse"", ""of"", ""the"", ""IP"", ""used"", ""to"", ""set"", ""text"", ""mode"", ""(i.e.,"", ""199.250.250.99"", "")"", "".""]","[84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 31, 84, 84]"
68,"[""Ping"", ""mode"", ""will"", ""also"", ""be"", ""set"", ""if"", ""exceptions"", ""occur"", ""more"", ""than"", ""three"", ""times"", ""during"", ""text"", "".""]","[84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84]"
69,"[""In"", ""the"", ""latter"", ""case,"", ""the"", ""P"", ""action"", ""is"", ""passed"", ""as"", ""one"", ""of"", ""the"", ""parameters"", ""to"", ""AdrGen"", ""and"", ""the"", ""query"", ""is"", ""made"", ""for"", ""an"", ""A"", ""resource"", ""record"", ""using"", ""the"", ""[System.Net.Dns]::GetHostAddresses"", "".""]","[84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84]"
70,"[""If"", ""performing"", ""receive"", ""operations"", ""in"", ""ping"", ""mode,"", ""Glimpse"", ""makes"", ""a"", ""query"", ""with"", ""the"", ""0"", ""action"", ""to"", ""contact"", ""the"", ""controller"", ""for"", "".""]","[84, 84, 84, 84, 84, 84, 84, 67, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84]"
71,"[""This"", ""query"", ""uses"", ""a"", ""receive"", ""structure"", ""similar"", ""to"", ""an"", ""M"", ""action;"", ""it"", ""is"", ""worth"", ""noting"", ""all"", ""of"", ""the"", ""receiver"", ""operation"", ""queries"", ""made"", ""in"", ""ping"", ""mode"", ""use"", ""the"", ""[System.Net.Dns]::GetHostAddresses"", "".""]","[84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84]"
72,"[""In"", ""our"", ""sample,"", ""after"", ""the"", ""malware"", ""sent"", ""the"", ""0"", ""action,"", ""the"", ""controller"", ""responded"", ""with"", ""an"", ""A"", ""record"", ""containing"", ""24.125.10.140"", "".""]","[84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 31, 84]"
73,"[""This"", ""response"", ""tells"", ""the"", ""malware"", ""to:"", ""Set"", ""the"", ""file"", ""name"", ""for"", ""the"", ""data"", ""that"", ""will"", ""follow"", ""to"", ""10140,"", ""Set"", ""the"", ""part"", ""number"", ""to"", ""0,"", ""Parse"", ""response"", ""data,"", ""Set"", ""a"", ""1"", ""action"", ""for"", ""the"", ""next"", "".""]","[84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84]"
74,"[""Query:"", ""00039e9650eca66C06T.sample-domain.evil"", "","", ""Response:"", ""24.125.10.140"", "","", ""File"", ""name:"", ""10140,"", ""Query:"", ""139e965e000ca6D2C80T.sample-domain.evil"", "","", ""Response:"", ""110.101.116.0"", "","", ""Query:"", ""00339e965e1ca6EF4C07T.sample-domain.evil"", "","", ""Response:"", ""32.117.115.3"", "","", ""Query:"", ""30069e"", ""1965eca6FE8C13T.sample-domain.evil,"", ""Response:"", ""101.114.32.6"", "","", ""Query:"", ""391"", ""e960095eca63570BC62T.sample-domain.evil"", "","", ""Response:"", ""1.2.3.0"", "".""]","[84, 47, 84, 84, 31, 84, 84, 84, 84, 84, 47, 84, 84, 31, 84, 84, 47, 84, 84, 31, 84, 84, 84, 84, 84, 31, 84, 84, 44, 46, 84, 84, 31, 84]"
75,"[""In"", ""this"", ""case,"", ""the"", ""content"", ""net"", ""user"", ""is"", ""written"", ""to"", "".""]","[84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84]"
76,"[""After"", ""writing"", ""the"", ""data"", ""to"", ""disk,"", ""receiver"", ""operations"", ""are"", ""complete"", ""and"", ""processor"", ""operations"", "".""]","[84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84]"
77,"[""After"", ""writing"", ""the"", ""data"", ""received"", ""from"", ""the"", ""controller,"", ""a"", ""function"", ""is"", ""called"", ""to"", ""process"", ""the"", ""received"", "".""]","[84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84]"
78,"[""The"", ""processor"", ""function"", ""builds"", ""a"", ""list"", ""of"", ""files"", ""from"", ""the"", ""files"", ""with"", ""content"", ""that"", ""match"", ""rcvd*"", ""in"", ""the"", ""receivebox"", "".""]","[84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84]"
79,"[""Similar"", ""to"", ""PoisonFrog"", "","", ""the"", ""last"", ""digit"", ""of"", ""the"", ""received"", ""file"", ""name"", ""determines"", ""how"", ""the"", ""content"", ""of"", ""the"", ""file"", ""is"", "".""]","[84, 84, 67, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84]"
80,"[""In"", ""our"", ""sample"", ""traffic,"", ""after"", ""executing"", ""the"", ""commands"", ""sent"", ""via"", ""cmd.exe"", "","", ""Glimpse"", ""writes"", ""the"", ""output"", ""of"", ""the"", ""commands"", ""in"", ""the"", ""sendbox"", ""directory"", ""to"", ""the"", ""appropriate"", ""file"", ""names"", ""(e.g.,"", ""10100"", ""or"", ""10140)"", ""prepended"", ""with"", ""proc"", ""(e.g.,"", "")"", "".""]","[84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 47, 84, 67, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84, 84]"
81,"[""Once"", ""written,"", ""the"", ""send"", ""operations"", "".""]","[84, 84, 84, 84, 84, 84]"
